area,product_id,quantity,hour,day_of_week
Central,108796,2,22,Wednesday
South,122121,1,10,Monday
South,716660,4,10,Monday
South,580730,1,10,Monday
North,716660,1,8,Thursday
North,203454,1,2,Sunday
North,905146,1,2,Sunday
North,591797,2,2,Sunday
Central,201111,4,20,Tuesday
Central,634777,1,20,Tuesday
North,103736,1,4,Thursday
North,966126,1,4,Thursday
North,784425,3,6,Friday
East,179932,2,23,Tuesday
Central,876627,1,7,Tuesday
Central,283621,2,7,Tuesday
South,543513,1,11,Wednesday
South,973291,5,11,Wednesday
Central,435530,2,8,Tuesday
Central,830396,1,8,Tuesday
Central,149774,1,8,Tuesday
Central,263679,5,22,Wednesday
Central,257146,3,22,Wednesday
Central,830396,2,22,Wednesday
Central,625107,1,8,Friday
Central,700732,1,8,Friday
South,310436,1,20,Sunday
South,328679,1,20,Sunday
South,734159,2,8,Thursday
South,845820,1,8,Thursday
North,989365,1,20,Saturday
North,409067,1,20,Saturday
North,130969,5,20,Saturday
North,328679,4,3,Wednesday
Central,422552,2,4,Monday
Central,593117,5,4,Monday
Central,613608,2,23,Tuesday
Central,318514,1,10,Monday
Central,700732,1,10,Monday
West,202715,1,5,Tuesday
West,474362,2,5,Tuesday
South,143527,3,1,Thursday
South,351367,1,1,Thursday
South,458263,3,1,Thursday
South,474362,1,7,Saturday
South,559463,3,7,Saturday
South,328679,1,8,Thursday
South,331204,5,8,Thursday
South,784362,2,9,Tuesday
East,130969,1,4,Monday
East,457848,2,4,Monday
East,582219,2,4,Monday
South,394174,2,0,Friday
South,657579,2,0,Friday
South,272383,4,0,Friday
South,254410,1,21,Sunday
South,127005,2,21,Sunday
South,254410,1,21,Sunday
North,784425,1,1,Sunday
North,741835,3,1,Sunday
North,858212,3,1,Sunday
North,826219,2,17,Sunday
North,632686,4,17,Sunday
North,435530,1,17,Sunday
South,394174,1,8,Wednesday
North,811207,1,23,Thursday
Central,176656,4,12,Sunday
Central,190530,1,12,Sunday
Central,845820,2,12,Sunday
West,176656,2,21,Tuesday
West,656573,2,21,Tuesday
West,572994,2,21,Tuesday
North,297266,2,6,Tuesday
North,784425,1,6,Tuesday
East,424718,2,9,Friday
Central,741835,2,20,Monday
Central,874326,2,20,Monday
North,143527,1,11,Friday
North,166402,3,11,Friday
North,204293,3,11,Friday
South,632686,2,9,Wednesday
South,657152,2,9,Wednesday
South,134761,2,9,Wednesday
East,327418,1,1,Wednesday
East,451956,3,1,Wednesday
East,228776,3,1,Wednesday
South,995677,1,19,Wednesday
South,202715,1,19,Wednesday
South,511087,3,19,Wednesday
North,858212,5,5,Saturday
North,436470,5,5,Saturday
North,424718,2,20,Wednesday
North,763628,4,20,Wednesday
North,144818,1,20,Wednesday
North,447288,1,13,Friday
North,616207,3,13,Friday
West,970718,1,18,Wednesday
West,404100,4,18,Wednesday
Central,591797,4,23,Friday
Central,211520,1,23,Friday
Central,453516,1,23,Friday
North,131542,2,17,Sunday
North,315487,3,17,Sunday
North,621298,1,1,Monday
North,424718,1,1,Monday
North,713451,4,1,Monday
West,394868,1,1,Sunday
West,228776,1,1,Sunday
East,716660,1,0,Friday
West,582936,3,7,Saturday
North,582219,1,18,Friday
East,283803,5,22,Friday
East,734159,1,22,Friday
North,647654,1,16,Saturday
North,134848,2,16,Saturday
North,167392,1,16,Saturday
West,240196,1,14,Wednesday
West,431976,3,14,Wednesday
West,297266,2,14,Wednesday
South,713622,3,18,Saturday
South,283803,1,18,Saturday
South,143527,1,18,Saturday
Central,599381,1,3,Monday
Central,616207,1,3,Monday
Central,855119,2,3,Monday
North,616207,4,2,Tuesday
Central,905146,1,9,Wednesday
South,741835,1,6,Sunday
South,625107,3,6,Sunday
East,123191,1,14,Sunday
East,926868,5,14,Sunday
East,529557,1,14,Sunday
West,315187,2,15,Thursday
East,431976,1,13,Friday
East,559463,4,13,Saturday
East,855119,3,13,Saturday
North,644730,2,21,Tuesday
Central,981997,1,23,Monday
East,738390,1,10,Friday
North,511087,2,2,Thursday
West,602517,1,17,Thursday
West,858212,1,17,Thursday
North,602517,2,19,Tuesday
North,644730,1,19,Tuesday
North,826219,2,19,Tuesday
Central,550857,2,6,Saturday
Central,528608,1,4,Sunday
Central,912354,2,4,Sunday
North,240196,1,8,Monday
North,136788,3,8,Monday
Central,987911,1,12,Saturday
Central,431976,4,12,Saturday
Central,788175,4,12,Saturday
West,885901,1,15,Thursday
West,858357,1,15,Thursday
North,257146,3,21,Friday
Central,244547,1,5,Thursday
Central,987911,4,5,Thursday
North,556364,1,16,Friday
North,254410,2,16,Friday
West,784425,2,6,Monday
West,667650,5,6,Monday
Central,327418,2,21,Wednesday
West,143527,2,9,Saturday
West,327418,4,9,Saturday
West,179507,1,9,Saturday
North,981997,2,5,Thursday
North,136788,1,5,Thursday
North,204220,3,5,Thursday
Central,379582,4,22,Wednesday
Central,125748,2,22,Wednesday
Central,621860,3,22,Wednesday
South,511087,1,4,Wednesday
South,523098,1,4,Wednesday
Central,582936,4,0,Sunday
East,788175,3,13,Wednesday
East,179932,1,13,Wednesday
East,122121,2,13,Wednesday
East,740474,1,3,Saturday
East,542696,1,3,Saturday
East,780063,1,3,Saturday
East,582219,3,15,Saturday
East,120672,3,15,Saturday
South,582219,2,11,Sunday
South,272383,2,11,Sunday
South,367952,3,11,Sunday
Central,447726,3,9,Saturday
North,351367,2,0,Wednesday
South,885901,1,19,Saturday
North,283803,1,5,Thursday
North,727865,2,8,Wednesday
West,634777,1,22,Sunday
West,741835,2,22,Sunday
West,203454,3,22,Sunday
North,811207,3,11,Sunday
North,543513,1,11,Sunday
South,556364,3,22,Friday
South,130969,2,22,Friday
South,766294,3,22,Friday
Central,447726,2,10,Friday
Central,811207,4,10,Friday
Central,323016,2,10,Friday
East,643168,3,14,Tuesday
North,734159,2,12,Saturday
East,513418,5,18,Thursday
East,272383,2,18,Thursday
North,780063,2,10,Wednesday
North,599381,2,10,Wednesday
North,826219,1,10,Wednesday
West,572994,5,21,Friday
West,763628,2,21,Friday
West,204293,2,21,Friday
North,409067,5,21,Saturday
West,716660,3,15,Wednesday
West,657152,3,11,Wednesday
West,511087,1,8,Friday
West,211520,1,22,Thursday
South,130198,1,23,Monday
South,601115,3,23,Monday
South,254410,4,23,Monday
North,695926,2,2,Tuesday
North,204293,2,2,Tuesday
West,667650,1,8,Thursday
West,855119,1,8,Thursday
Central,582219,1,14,Monday
Central,417528,1,14,Monday
Central,821570,3,14,Monday
East,437577,1,19,Tuesday
East,966126,1,19,Tuesday
East,143527,3,19,Tuesday
West,970718,5,5,Tuesday
West,588836,5,5,Tuesday
West,587281,2,5,Tuesday
Central,713451,2,9,Sunday
South,656573,1,16,Monday
South,115684,1,14,Thursday
South,513418,1,14,Thursday
South,695926,1,14,Thursday
North,811207,5,10,Saturday
South,340098,1,14,Thursday
South,144818,1,21,Wednesday
South,932387,1,21,Wednesday
South,431976,2,21,Wednesday
South,981997,2,22,Monday
South,635769,2,22,Monday
South,394174,2,22,Monday
North,987911,2,13,Monday
East,587281,2,21,Thursday
East,226632,1,21,Thursday
Central,130198,3,13,Tuesday
Central,981997,1,13,Tuesday
Central,905146,3,13,Tuesday
Central,283803,3,12,Monday
Central,422552,5,12,Monday
North,176656,1,4,Monday
North,700732,3,4,Monday
North,621860,3,4,Monday
West,550857,1,20,Monday
East,635769,1,23,Friday
East,327418,2,23,Friday
Central,714157,2,10,Thursday
West,987911,1,19,Monday
East,643168,2,17,Tuesday
East,297266,2,17,Tuesday
East,528608,3,17,Tuesday
Central,123191,4,3,Monday
North,179932,2,18,Wednesday
South,458263,1,9,Friday
South,712158,1,9,Friday
West,741835,2,19,Monday
West,404100,1,19,Monday
South,782729,3,13,Friday
West,158033,1,20,Wednesday
South,280162,2,6,Saturday
South,784425,5,6,Saturday
South,780063,3,6,Saturday
Central,122121,4,16,Thursday
Central,467894,1,16,Thursday
Central,788175,2,16,Thursday
North,912354,1,0,Thursday
North,989365,3,0,Thursday
North,458363,2,17,Tuesday
North,115684,3,17,Tuesday
North,713451,2,17,Tuesday
South,144818,5,12,Friday
South,599381,1,12,Friday
Central,417009,3,18,Friday
Central,830396,3,18,Friday
North,734159,1,11,Tuesday
North,226632,2,11,Tuesday
Central,108796,1,18,Thursday
North,635769,3,2,Tuesday
North,667650,2,2,Tuesday
West,855119,4,19,Thursday
West,268844,2,19,Thursday
West,447288,2,19,Thursday
East,932387,1,7,Friday
East,513418,4,7,Friday
East,760381,3,7,Friday
South,830396,1,19,Wednesday
South,855760,4,19,Wednesday
Central,394868,1,19,Wednesday
West,874326,3,10,Tuesday
West,957598,1,10,Tuesday
West,127005,2,10,Tuesday
South,489295,3,13,Tuesday
South,131542,2,5,Saturday
South,766294,2,6,Monday
Central,202715,1,6,Monday
Central,417528,5,6,Monday
Central,127005,1,6,Monday
West,283803,1,23,Saturday
West,319527,2,13,Friday
West,314921,4,13,Friday
West,587281,2,13,Friday
Central,379582,1,12,Saturday
Central,404100,1,12,Saturday
Central,667650,1,12,Wednesday
Central,319527,1,12,Wednesday
Central,201111,1,12,Wednesday
East,644730,4,19,Friday
East,526783,2,19,Friday
East,379582,2,23,Tuesday
North,713451,1,21,Tuesday
East,970718,5,12,Thursday
North,665639,1,16,Sunday
North,625107,1,16,Sunday
Central,912354,2,15,Friday
Central,634777,2,15,Friday
Central,435530,2,15,Friday
North,453516,3,0,Thursday
South,542696,2,4,Sunday
East,447288,1,2,Friday
East,122121,4,2,Friday
North,201111,2,14,Thursday
North,130198,1,14,Thursday
North,582219,4,14,Thursday
West,712158,2,0,Monday
South,480254,3,9,Sunday
West,855119,1,2,Friday
South,134761,2,17,Friday
East,602517,4,10,Tuesday
East,409067,2,10,Tuesday
Central,513418,2,4,Monday
West,582936,2,19,Monday
West,664634,1,19,Monday
North,621298,3,20,Tuesday
North,844672,1,20,Tuesday
North,357966,3,20,Tuesday
North,917641,4,12,Friday
North,601115,3,12,Friday
North,844672,3,12,Wednesday
North,370119,3,12,Wednesday
North,667650,2,12,Wednesday
West,221626,3,4,Saturday
West,176656,2,4,Saturday
Central,263679,1,20,Tuesday
Central,314921,5,20,Tuesday
West,582219,3,6,Wednesday
West,896270,1,6,Wednesday
East,134848,5,0,Monday
East,130969,1,0,Monday
East,912354,2,13,Tuesday
East,587281,4,13,Tuesday
North,283621,1,9,Thursday
North,155861,5,9,Thursday
West,511087,1,19,Sunday
West,314921,1,19,Sunday
Central,379582,2,3,Sunday
Central,143527,2,3,Sunday
Central,657152,3,3,Sunday
North,167392,3,2,Friday
North,656573,2,2,Friday
North,136788,3,2,Friday
West,912354,1,8,Saturday
West,166402,1,8,Saturday
West,451956,1,8,Saturday
East,125748,1,10,Monday
North,435530,2,19,Thursday
North,458363,1,19,Thursday
North,404100,3,19,Thursday
East,788175,3,8,Tuesday
West,424718,1,5,Sunday
West,784362,1,5,Sunday
West,821570,1,5,Sunday
North,244547,1,11,Sunday
North,436470,2,11,Sunday
North,291116,3,11,Sunday
South,741835,2,23,Friday
South,632686,2,23,Friday
South,179507,1,23,Friday
East,474362,1,22,Friday
East,283803,1,22,Friday
West,858357,2,3,Thursday
West,327670,2,3,Thursday
West,257146,3,3,Thursday
Central,874326,5,10,Thursday
East,122121,5,15,Thursday
East,811207,1,15,Thursday
West,394174,3,0,Tuesday
West,572994,4,0,Tuesday
South,714157,3,0,Wednesday
South,280162,3,0,Wednesday
East,417009,3,10,Friday
North,272383,4,7,Tuesday
North,149774,2,7,Tuesday
North,621860,1,5,Tuesday
South,601115,1,9,Saturday
East,601115,2,0,Tuesday
East,625107,2,0,Tuesday
East,542696,3,0,Tuesday
West,283621,1,0,Thursday
West,625107,2,0,Thursday
Central,179932,1,23,Monday
Central,912354,2,23,Monday
Central,580730,2,12,Monday
Central,876627,1,12,Monday
Central,891289,1,12,Monday
East,855760,1,15,Friday
East,417009,2,15,Friday
East,625107,2,15,Friday
South,632686,2,13,Friday
South,272383,1,13,Friday
South,667650,1,13,Friday
South,989365,2,12,Saturday
West,129553,1,13,Monday
West,647654,2,13,Monday
West,122121,2,13,Monday
North,179932,1,23,Wednesday
North,855760,3,23,Wednesday
North,550857,2,23,Wednesday
South,582936,1,14,Monday
South,280162,1,14,Monday
South,179507,2,14,Monday
West,453516,1,4,Wednesday
West,874812,3,4,Wednesday
Central,315487,5,19,Wednesday
Central,830396,2,19,Wednesday
North,236141,3,19,Friday
Central,782729,3,2,Saturday
Central,966126,4,2,Saturday
Central,582219,2,2,Saturday
South,179507,1,18,Thursday
North,826219,3,19,Wednesday
North,845820,2,19,Wednesday
North,391708,1,19,Wednesday
East,643168,2,23,Friday
West,621860,1,20,Saturday
Central,995677,3,20,Thursday
East,177733,1,1,Wednesday
North,811207,3,13,Monday
North,891289,1,13,Monday
North,625107,1,13,Monday
South,712158,3,0,Saturday
South,657579,3,0,Saturday
South,990634,3,0,Saturday
South,613608,2,20,Sunday
South,932387,1,20,Sunday
East,716660,2,11,Wednesday
Central,409067,2,2,Sunday
Central,327418,1,2,Sunday
North,741835,1,20,Monday
North,144818,2,20,Monday
North,202715,2,20,Monday
South,129553,2,18,Monday
South,297266,3,18,Monday
South,144818,3,18,Monday
West,912354,2,17,Wednesday
West,136788,1,17,Wednesday
West,657579,1,21,Wednesday
West,821570,1,21,Wednesday
East,435530,2,10,Saturday
East,436470,2,10,Saturday
East,167392,2,10,Saturday
North,289459,4,9,Tuesday
North,177733,1,9,Tuesday
West,467525,3,6,Sunday
West,323016,2,7,Monday
West,391708,2,7,Monday
South,989365,4,10,Monday
West,179507,4,12,Friday
West,990634,2,12,Friday
West,784362,2,12,Friday
North,458363,2,9,Thursday
South,641411,4,21,Wednesday
West,318514,1,11,Monday
West,529557,1,22,Sunday
West,601115,1,6,Tuesday
West,226632,3,6,Tuesday
South,404100,1,1,Sunday
South,797959,1,1,Sunday
South,257146,1,1,Sunday
West,134761,1,2,Sunday
West,236141,1,2,Sunday
West,550857,2,2,Sunday
South,404100,1,8,Thursday
South,593117,1,0,Saturday
South,625107,2,0,Saturday
Central,634777,1,21,Tuesday
East,143527,3,14,Monday
East,616207,1,14,Monday
East,613608,4,14,Monday
East,323016,3,13,Saturday
East,734159,2,13,Saturday
North,989365,2,18,Tuesday
North,422552,4,18,Tuesday
North,204220,1,18,Tuesday
South,409067,1,8,Wednesday
West,957598,1,14,Thursday
West,891289,1,8,Tuesday
South,204293,2,15,Monday
South,158033,1,15,Monday
West,315187,2,1,Saturday
West,589456,5,1,Saturday
West,763628,1,1,Saturday
Central,447288,1,6,Sunday
Central,201111,3,6,Sunday
Central,989365,1,6,Sunday
West,589456,2,0,Thursday
West,665639,1,0,Thursday
West,422552,3,0,Thursday
West,314921,1,3,Thursday
West,529557,2,15,Saturday
West,458263,5,15,Saturday
West,528608,4,15,Saturday
South,160732,5,11,Friday
West,526783,1,23,Wednesday
West,177733,4,23,Wednesday
West,788175,1,23,Wednesday
North,409067,1,8,Wednesday
North,431976,2,8,Wednesday
North,108796,1,8,Wednesday
Central,370119,2,22,Friday
West,417009,1,8,Friday
South,134848,1,20,Wednesday
West,480254,1,21,Wednesday
West,957598,3,21,Wednesday
West,318514,2,21,Wednesday
East,289459,2,3,Wednesday
East,254410,1,3,Wednesday
East,244547,1,3,Wednesday
Central,712158,2,16,Wednesday
West,932387,3,10,Wednesday
West,511087,1,12,Friday
West,211520,1,12,Friday
West,682453,1,1,Tuesday
West,513418,1,1,Tuesday
West,912354,1,1,Tuesday
East,716660,4,14,Saturday
North,613608,5,13,Friday
North,587281,4,13,Friday
North,125748,4,13,Friday
East,995677,1,15,Saturday
East,318514,1,17,Monday
East,201111,2,17,Monday
East,826219,1,17,Monday
West,254410,2,23,Sunday
West,625107,1,23,Sunday
West,990634,1,23,Sunday
South,891289,1,10,Wednesday
South,758294,2,9,Friday
West,319527,1,1,Tuesday
West,513418,1,1,Tuesday
Central,589456,1,5,Thursday
Central,280162,1,5,Thursday
West,131542,1,9,Wednesday
West,240196,1,9,Wednesday
South,760381,1,9,Wednesday
South,656573,2,9,Wednesday
South,896270,2,9,Wednesday
South,115684,2,16,Saturday
South,236141,3,16,Saturday
South,591797,1,13,Monday
South,896270,5,11,Friday
South,700732,1,11,Friday
South,526783,3,11,Friday
South,328679,1,6,Saturday
South,844672,1,6,Saturday
East,682453,4,10,Wednesday
East,394174,2,10,Wednesday
East,318514,4,10,Wednesday
North,211520,1,2,Saturday
North,370119,2,2,Saturday
North,874326,2,2,Saturday
North,447288,4,0,Saturday
North,904976,4,0,Saturday
North,632686,2,0,Saturday
North,404100,2,4,Monday
Central,131542,4,3,Monday
Central,575961,2,3,Monday
Central,602517,3,3,Monday
North,257146,1,20,Saturday
North,134761,2,20,Saturday
Central,315187,5,14,Friday
North,858212,2,19,Friday
North,855760,1,19,Friday
North,766294,1,19,Friday
North,858212,3,19,Saturday
North,463028,1,11,Friday
North,134761,1,11,Friday
North,714157,2,11,Friday
North,331204,3,15,Tuesday
North,391708,1,15,Tuesday
North,179507,1,15,Tuesday
South,858212,1,7,Friday
South,240196,3,7,Friday
West,591797,1,12,Saturday
West,821570,1,12,Saturday
West,932387,1,12,Saturday
Central,315187,1,13,Sunday
West,741835,2,2,Thursday
West,167392,2,2,Thursday
West,905146,2,2,Thursday
Central,152243,1,7,Monday
East,855760,1,21,Thursday
East,143527,4,8,Monday
South,424718,1,8,Monday
North,891289,2,15,Saturday
North,404100,1,15,Saturday
North,130198,1,15,Saturday
Central,130969,2,6,Wednesday
South,799380,2,6,Tuesday
South,632686,1,6,Tuesday
South,830396,1,6,Tuesday
Central,970718,2,11,Tuesday
Central,575961,1,11,Tuesday
Central,714157,1,11,Tuesday
Central,257146,3,23,Friday
North,422552,1,17,Thursday
Central,289459,1,9,Sunday
South,489295,3,12,Tuesday
South,467525,3,12,Tuesday
South,593117,2,12,Tuesday
North,904976,2,2,Thursday
North,315187,1,2,Thursday
North,885901,1,2,Thursday
Central,995677,1,17,Sunday
Central,811207,1,17,Sunday
North,136788,1,6,Sunday
South,283621,4,10,Saturday
South,283803,2,10,Saturday
West,167392,1,0,Thursday
West,788175,1,0,Thursday
East,436470,2,15,Sunday
East,129553,1,15,Sunday
South,201111,1,22,Monday
South,559463,2,22,Monday
South,257146,3,22,Monday
Central,616207,2,12,Thursday
South,283803,5,9,Thursday
South,131542,3,9,Thursday
South,511087,1,9,Thursday
North,268844,2,17,Saturday
South,874326,1,9,Sunday
South,257146,2,9,Sunday
West,727865,3,11,Sunday
West,177733,1,11,Sunday
East,431976,2,13,Friday
Central,177733,3,22,Thursday
South,714157,1,1,Monday
South,480254,4,1,Monday
East,891289,1,21,Thursday
East,211520,2,21,Thursday
East,480254,1,21,Thursday
Central,575961,2,0,Monday
Central,582936,2,0,Monday
West,782729,2,20,Thursday
West,323016,5,20,Thursday
West,634777,1,20,Thursday
East,435530,1,6,Monday
South,657579,1,7,Tuesday
South,254410,4,7,Tuesday
East,280162,1,1,Thursday
East,318514,1,1,Thursday
East,740474,3,1,Thursday
North,616207,4,5,Saturday
North,657579,2,5,Saturday
North,716660,1,10,Monday
West,966126,1,0,Friday
West,190530,3,0,Friday
South,782729,2,22,Thursday
South,596545,3,22,Thursday
South,559463,1,22,Thursday
South,272383,1,11,Monday
South,489295,4,18,Tuesday
South,621860,1,18,Tuesday
South,340098,5,18,Tuesday
North,370119,1,11,Thursday
North,876627,1,11,Thursday
North,179932,1,11,Thursday
North,664634,1,9,Saturday
North,143527,1,13,Saturday
North,467894,2,13,Saturday
North,297266,2,9,Friday
North,621860,2,9,Friday
North,457848,1,9,Friday
West,981997,1,19,Monday
West,177733,1,19,Monday
East,713451,4,17,Friday
East,876627,1,17,Friday
North,593117,1,7,Monday
South,599381,1,5,Sunday
South,394868,4,5,Sunday
South,115348,2,5,Sunday
East,526783,1,14,Tuesday
East,462550,1,14,Tuesday
North,160732,1,11,Tuesday
North,588836,1,11,Tuesday
North,130198,1,11,Tuesday
Central,766294,2,12,Monday
Central,357966,2,12,Monday
West,647654,2,10,Sunday
West,912354,1,3,Friday
Central,682453,3,21,Friday
Central,657152,1,21,Friday
Central,268844,3,21,Friday
South,667650,1,12,Thursday
South,190530,1,12,Thursday
South,811207,2,2,Thursday
East,457848,1,17,Sunday
East,221626,2,21,Monday
East,257146,3,21,Monday
North,240196,1,5,Saturday
North,591797,2,5,Saturday
Central,741835,1,0,Monday
North,616207,4,8,Saturday
North,293073,3,8,Saturday
Central,582219,5,12,Sunday
Central,713451,1,12,Sunday
West,844672,2,23,Saturday
West,981997,1,23,Saturday
West,966126,3,23,Saturday
North,695926,1,21,Friday
North,204293,4,21,Friday
West,463028,1,19,Sunday
West,315187,1,19,Sunday
East,989365,3,2,Thursday
East,115684,1,2,Thursday
East,543513,1,2,Thursday
North,542696,4,9,Friday
South,912354,5,3,Sunday
South,176656,1,3,Sunday
North,221626,1,22,Friday
North,582219,3,22,Friday
North,331204,2,6,Sunday
North,740474,2,17,Tuesday
North,526783,2,17,Tuesday
North,529557,1,17,Tuesday
North,340098,1,19,Thursday
North,123191,3,11,Saturday
North,797959,1,11,Saturday
East,926868,5,23,Wednesday
South,131542,2,21,Friday
South,782729,1,21,Friday
Central,528608,2,12,Wednesday
Central,357966,4,12,Wednesday
North,564853,2,3,Tuesday
North,190530,1,17,Friday
South,176656,1,0,Wednesday
South,318514,2,0,Wednesday
South,289459,5,0,Wednesday
